AccountID,CustomerID,ProductID,OpenDate
A0007209,C02346,P001,2021-10-08
A0007210,C02346,P106,2023-10-01
A0007211,C02346,P203,2021-12-09
A0007212,C02347,P002,2023-05-23
A0007213,C02347,P106,2025-03-23
A0007214,C02347,P203,2024-03-15
A0007215,C02348,P005,2023-04-12
A0007216,C02348,P203,2023-03-03
A0007217,C02349,P006,2025-06-13
A0007218,C02349,P002,2025-06-11
A0007219,C02349,P202,2025-08-18
A0007220,C02349,P204,2025-06-27
A0007221,C02350,P003,2023-09-20
A0007222,C02350,P201,2024-03-04
A0007223,C02351,P003,2024-01-07
A0007224,C02351,P006,2023-12-23
A0007225,C02351,P203,2024-02-18
A0007226,C02351,P204,2024-08-23
A0007227,C02352,P003,2020-11-27
A0007228,C02352,P203,2021-02-07
A0007229,C02353,P002,2025-01-06
A0007230,C02353,P203,2025-09-19
A0007231,C02354,P005,2022-03-28
A0007232,C02354,P201,2022-05-30
A0007233,C02355,P003,2023-04-19
A0007234,C02355,P201,2024-01-19
A0007235,C02356,P001,2024-03-04
A0007236,C02356,P002,2024-01-16
A0007237,C02356,P002,2024-01-21
A0007238,C02356,P204,2024-02-05
A0007239,C02356,P206,2024-12-26
A0007240,C02356,P206,2024-10-10
A0007241,C02357,P005,2023-11-23
A0007242,C02357,P201,2023-10-24
A0007243,C02358,P007,2023-02-26
A0007244,C02358,P202,2023-09-04
A0007245,C02359,P003,2024-07-24
A0007246,C02359,P202,2024-07-23
A0007247,C02360,P005,2021-11-09
A0007248,C02360,P202,2022-07-20
A0007249,C02361,P005,2024-02-15
A0007250,C02361,P202,2024-09-04
A0007251,C02362,P002,2021-07-30
A0007252,C02362,P102,2023-06-16
A0007253,C02362,P201,2022-05-20
A0007254,C02363,P003,2020-08-22
A0007255,C02363,P203,2020-06-29
A0007256,C02364,P007,2024-07-14
A0007257,C02364,P005,2024-07-19
A0007258,C02364,P106,2025-10-02
A0007259,C02364,P204,2024-09-12
A0007260,C02364,P202,2024-09-03
A0007261,C02365,P002,2023-09-19
A0007262,C02365,P203,2023-08-06
A0007263,C02366,P002,2022-02-02
A0007264,C02366,P201,2022-03-31
A0007265,C02367,P003,2020-02-19
A0007266,C02367,P201,2020-03-23
A0007267,C02368,P005,2023-10-15
A0007268,C02368,P203,2024-02-25
A0007269,C02369,P004,2020-09-28
A0007270,C02369,P006,2020-10-15
A0007271,C02369,P204,2021-06-30
A0007272,C02369,P202,2021-04-09
A0007273,C02370,P007,2021-10-11
A0007274,C02370,P002,2021-10-05
A0007275,C02370,P103,2022-05-23
A0007276,C02370,P203,2021-09-19
A0007277,C02370,P203,2022-02-25
A0007278,C02371,P005,2024-03-25
A0007279,C02371,P203,2024-03-20
A0007280,C02372,P001,2025-10-16
A0007281,C02372,P101,2026-11-02
A0007282,C02372,P202,2026-08-20
A0007283,C02373,P001,2024-02-07
A0007284,C02373,P103,2024-10-15
A0007285,C02373,P203,2024-08-19
A0007286,C02374,P004,2024-03-22
A0007287,C02374,P203,2024-03-14
A0007288,C02375,P005,2020-10-09
A0007289,C02375,P104,2022-08-12
A0007290,C02375,P203,2020-10-26
A0007291,C02376,P001,2022-03-24
A0007292,C02376,P203,2022-04-14
A0007293,C02377,P005,2022-12-03
A0007294,C02377,P004,2022-10-28
A0007295,C02377,P202,2023-09-25
A0007296,C02377,P202,2023-03-18
A0007297,C02378,P005,2023-06-28
A0007298,C02378,P106,2025-08-11
A0007299,C02378,P203,2023-07-02
A0007300,C02379,P001,2020-02-27
A0007301,C02379,P202,2020-04-27
A0007302,C02380,P001,2023-10-18
A0007303,C02380,P202,2023-10-15
A0007304,C02381,P002,2022-06-23
A0007305,C02381,P006,2022-07-20
A0007306,C02381,P003,2022-06-11
A0007307,C02381,P204,2022-10-10
A0007308,C02381,P206,2023-04-07
A0007309,C02381,P205,2022-08-19
A0007310,C02381,P305,2024-04-22
A0007311,C02382,P004,2021-06-20
A0007312,C02382,P106,2022-10-03
A0007313,C02382,P201,2022-04-03
A0007314,C02383,P001,2025-02-20
A0007315,C02383,P203,2025-07-24
A0007316,C02384,P002,2024-10-20
A0007317,C02384,P202,2025-07-06
A0007318,C02385,P003,2023-09-28
A0007319,C02385,P202,2024-04-22
A0007320,C02386,P001,2020-05-05
A0007321,C02386,P201,2020-09-30
A0007322,C02387,P007,2022-06-12
A0007323,C02387,P203,2022-11-03
A0007324,C02388,P002,2023-01-14
A0007325,C02388,P202,2023-02-09
A0007326,C02389,P002,2020-09-13
A0007327,C02389,P202,2021-02-10
A0007328,C02390,P001,2021-10-25
A0007329,C02390,P201,2021-11-06
A0007330,C02391,P001,2021-06-13
A0007331,C02391,P201,2022-03-18
A0007332,C02392,P006,2021-12-14
A0007333,C02392,P001,2021-12-13
A0007334,C02392,P203,2021-12-13
A0007335,C02392,P203,2022-10-23
A0007336,C02393,P002,2025-07-29
A0007337,C02393,P202,2025-11-19
A0007338,C02394,P004,2020-07-19
A0007339,C02394,P001,2020-08-27
A0007340,C02394,P106,2022-08-15
A0007341,C02394,P203,2021-05-15
A0007342,C02394,P204,2021-07-05
A0007343,C02395,P002,2023-05-16
A0007344,C02395,P005,2023-07-12
A0007345,C02395,P103,2024-03-14
A0007346,C02395,P204,2023-10-26
A0007347,C02395,P204,2023-06-29
A0007348,C02396,P006,2022-05-10
A0007349,C02396,P203,2022-08-27
A0007350,C02397,P006,2022-08-04
A0007351,C02397,P203,2023-02-24
A0007352,C02398,P006,2022-02-03
A0007353,C02398,P202,2023-01-06
A0007354,C02399,P007,2025-10-21
A0007355,C02399,P006,2025-11-22
A0007356,C02399,P202,2026-07-19
A0007357,C02399,P204,2026-04-14
A0007358,C02400,P003,2020-11-13
A0007359,C02400,P201,2021-07-12
A0007360,C02401,P006,2022-06-24
A0007361,C02401,P201,2023-03-06
A0007362,C02402,P002,2020-10-19
A0007363,C02402,P203,2020-09-08
A0007364,C02403,P005,2025-04-07
A0007365,C02403,P203,2025-06-17
A0007366,C02404,P002,2023-05-03
A0007367,C02404,P202,2023-05-27
A0007368,C02405,P004,2023-06-29
A0007369,C02405,P203,2024-02-22
A0007370,C02406,P007,2023-07-12
A0007371,C02406,P202,2024-02-09
A0007372,C02407,P004,2025-10-23
A0007373,C02407,P203,2026-06-02
A0007374,C02408,P005,2022-10-12
A0007375,C02408,P202,2023-08-03
A0007376,C02409,P006,2021-03-11
A0007377,C02409,P203,2022-01-21
A0007378,C02410,P002,2025-01-03
A0007379,C02410,P001,2024-12-07
A0007380,C02410,P103,2025-08-06
A0007381,C02410,P202,2025-01-20
A0007382,C02410,P204,2025-03-04
A0007383,C02411,P006,2024-09-10
A0007384,C02411,P105,2024-11-15
A0007385,C02411,P201,2025-08-25
A0007386,C02412,P003,2022-08-07
A0007387,C02412,P203,2022-10-31
A0007388,C02413,P003,2023-12-12
A0007389,C02413,P202,2024-04-06
A0007390,C02414,P002,2020-03-01
A0007391,C02414,P006,2020-03-02
A0007392,C02414,P101,2022-04-13
A0007393,C02414,P202,2020-08-14
A0007394,C02414,P203,2020-12-08
A0007395,C02415,P006,2024-08-30
A0007396,C02415,P102,2024-10-16
A0007397,C02415,P203,2025-01-25
A0007398,C02416,P002,2023-10-20
A0007399,C02416,P106,2025-05-31
A0007400,C02416,P203,2024-01-15
A0007401,C02417,P007,2024-07-22
A0007402,C02417,P203,2025-05-11
A0007403,C02418,P006,2023-06-08
A0007404,C02418,P203,2023-09-03
A0007405,C02419,P001,2021-09-22
A0007406,C02419,P007,2021-10-01
A0007407,C02419,P101,2021-10-12
A0007408,C02419,P202,2021-11-03
A0007409,C02419,P202,2022-03-02
A0007410,C02420,P001,2024-02-20
A0007411,C02420,P201,2024-05-24
A0007412,C02421,P005,2023-01-04
A0007413,C02421,P202,2023-11-18
A0007414,C02422,P002,2021-11-30
A0007415,C02422,P007,2022-01-09
A0007416,C02422,P204,2022-10-16
A0007417,C02422,P204,2021-12-14
A0007418,C02423,P003,2021-01-13
A0007419,C02423,P105,2021-10-22
A0007420,C02423,P203,2021-09-26
A0007421,C02424,P006,2025-05-04
A0007422,C02424,P203,2025-11-04
A0007423,C02425,P004,2024-01-17
A0007424,C02425,P203,2024-06-11
A0007425,C02426,P004,2023-12-21
A0007426,C02426,P203,2023-12-15
A0007427,C02427,P003,2022-06-10
A0007428,C02427,P001,2022-06-20
A0007429,C02427,P104,2023-11-17
A0007430,C02427,P202,2022-12-12
A0007431,C02427,P202,2023-01-09
A0007432,C02428,P003,2023-06-26
A0007433,C02428,P201,2023-05-26
A0007434,C02429,P006,2025-05-24
A0007435,C02429,P004,2025-05-10
A0007436,C02429,P203,2025-10-03
A0007437,C02429,P202,2025-10-24
A0007438,C02429,P304,2026-12-31
A0007439,C02430,P002,2023-04-02
A0007440,C02430,P203,2023-09-25
A0007441,C02431,P003,2023-07-29
A0007442,C02431,P201,2023-08-06
A0007443,C02432,P006,2025-02-12
A0007444,C02432,P002,2025-02-09
A0007445,C02432,P202,2025-06-13
A0007446,C02432,P203,2025-10-24
A0007447,C02433,P002,2024-09-02
A0007448,C02433,P102,2024-11-27
A0007449,C02433,P203,2025-08-01
A0007450,C02434,P001,2021-11-12
A0007451,C02434,P202,2021-12-18
A0007452,C02435,P001,2024-12-27
A0007453,C02435,P201,2025-06-19
A0007454,C02436,P002,2020-10-26
A0007455,C02436,P002,2020-11-23
A0007456,C02436,P203,2020-12-01
A0007457,C02436,P203,2021-04-17
A0007458,C02437,P006,2022-01-18
A0007459,C02437,P003,2022-01-02
A0007460,C02437,P103,2022-11-17
A0007461,C02437,P203,2022-07-13
A0007462,C02437,P202,2022-07-31
A0007463,C02438,P002,2021-06-23
A0007464,C02438,P202,2022-04-11
A0007465,C02439,P004,2023-10-29
A0007466,C02439,P101,2023-11-25
A0007467,C02439,P201,2024-03-16
A0007468,C02440,P006,2023-12-09
A0007469,C02440,P004,2023-12-19
A0007470,C02440,P006,2023-12-31
A0007471,C02440,P206,2024-02-17
A0007472,C02440,P205,2024-06-21
A0007473,C02440,P205,2023-12-27
A0007474,C02440,P303,2024-06-16
A0007475,C02441,P003,2021-04-01
A0007476,C02441,P203,2021-04-18
A0007477,C02442,P003,2023-06-05
A0007478,C02442,P202,2023-08-14
A0007479,C02443,P001,2020-06-06
A0007480,C02443,P203,2020-10-21
A0007481,C02444,P005,2020-08-24
A0007482,C02444,P105,2022-09-11
A0007483,C02444,P201,2021-07-01
A0007484,C02445,P002,2021-08-16
A0007485,C02445,P202,2022-03-12
A0007486,C02446,P005,2024-04-26
A0007487,C02446,P201,2024-05-16
A0007488,C02447,P005,2025-07-02
A0007489,C02447,P102,2026-08-28
A0007490,C02447,P201,2025-10-31
A0007491,C02448,P004,2020-06-15
A0007492,C02448,P201,2020-10-21
A0007493,C02449,P006,2023-06-13
A0007494,C02449,P103,2024-09-11
A0007495,C02449,P203,2023-09-28
A0007496,C02450,P003,2021-03-19
A0007497,C02450,P201,2021-11-16
A0007498,C02451,P005,2020-11-13
A0007499,C02451,P004,2020-10-19
A0007500,C02451,P104,2021-07-22
A0007501,C02451,P204,2021-01-01
A0007502,C02451,P202,2021-06-05
A0007503,C02452,P006,2021-06-04
A0007504,C02452,P203,2021-10-01
A0007505,C02453,P002,2023-01-03
A0007506,C02453,P202,2023-06-10
A0007507,C02454,P006,2025-03-29
A0007508,C02454,P202,2026-03-02
A0007509,C02455,P005,2025-07-25
A0007510,C02455,P203,2026-01-23
A0007511,C02456,P007,2025-03-14
A0007512,C02456,P202,2025-12-07
A0007513,C02457,P001,2022-04-25
A0007514,C02457,P101,2023-04-16
A0007515,C02457,P203,2022-09-04
A0007516,C02458,P007,2024-12-27
A0007517,C02458,P004,2025-01-26
A0007518,C02458,P103,2025-04-17
A0007519,C02458,P204,2025-01-27
A0007520,C02458,P203,2025-06-13
A0007521,C02458,P301,2026-03-22
A0007522,C02459,P002,2022-03-21
A0007523,C02459,P104,2023-06-29
A0007524,C02459,P202,2022-07-26
A0007525,C02460,P002,2024-03-16
A0007526,C02460,P106,2025-06-26
A0007527,C02460,P202,2024-10-31
A0007528,C02461,P001,2020-12-01
A0007529,C02461,P001,2020-10-15
A0007530,C02461,P204,2021-09-09
A0007531,C02461,P202,2020-12-03
A0007532,C02462,P003,2020-08-19
A0007533,C02462,P103,2022-07-03
A0007534,C02462,P203,2021-05-28
A0007535,C02463,P006,2024-11-23
A0007536,C02463,P201,2025-02-22
A0007537,C02464,P005,2022-01-25
A0007538,C02464,P203,2022-03-11
A0007539,C02465,P001,2023-12-30
A0007540,C02465,P101,2025-07-25
A0007541,C02465,P203,2024-02-24
A0007542,C02466,P006,2024-11-23
A0007543,C02466,P003,2024-12-18
A0007544,C02466,P202,2025-08-16
A0007545,C02466,P203,2025-08-25
A0007546,C02467,P003,2021-08-08
A0007547,C02467,P006,2021-08-22
A0007548,C02467,P007,2021-07-18
A0007549,C02467,P204,2022-04-14
A0007550,C02467,P206,2021-12-06
A0007551,C02467,P205,2022-04-24
A0007552,C02467,P303,2023-01-30
A0007553,C02468,P002,2023-06-21
A0007554,C02468,P003,2023-05-31
A0007555,C02468,P102,2023-06-03
A0007556,C02468,P204,2023-06-05
A0007557,C02468,P204,2024-01-14
A0007558,C02469,P006,2024-06-22
A0007559,C02469,P201,2024-12-28
A0007560,C02470,P001,2022-05-31
A0007561,C02470,P203,2023-02-07
A0007562,C02471,P006,2023-01-13
A0007563,C02471,P105,2023-11-17
A0007564,C02471,P203,2023-07-28
A0007565,C02472,P007,2020-02-01
A0007566,C02472,P201,2020-01-25
A0007567,C02472,P303,2020-09-02
A0007568,C02473,P007,2022-10-22
A0007569,C02473,P202,2022-11-13
A0007570,C02474,P004,2022-02-27
A0007571,C02474,P203,2022-09-24
A0007572,C02475,P003,2021-04-13
A0007573,C02475,P201,2021-08-21
A0007574,C02476,P006,2023-06-24
A0007575,C02476,P007,2023-06-03
A0007576,C02476,P106,2025-01-02
A0007577,C02476,P204,2024-01-10
A0007578,C02476,P203,2024-01-09
A0007579,C02477,P004,2023-06-23
A0007580,C02477,P202,2024-01-28
A0007581,C02478,P007,2024-03-21
A0007582,C02478,P202,2025-01-17
A0007583,C02479,P006,2024-04-17
A0007584,C02479,P002,2024-05-25
A0007585,C02479,P103,2026-05-26
A0007586,C02479,P202,2024-12-18
A0007587,C02479,P204,2025-01-12
A0007588,C02480,P004,2023-05-25
A0007589,C02480,P202,2023-12-19
A0007590,C02481,P005,2025-03-16
A0007591,C02481,P201,2026-03-06
A0007592,C02482,P002,2022-11-26
A0007593,C02482,P101,2024-09-17
A0007594,C02482,P201,2023-07-28
A0007595,C02483,P004,2024-10-12
A0007596,C02483,P001,2024-09-11
A0007597,C02483,P204,2024-12-25
A0007598,C02483,P204,2025-02-18
A0007599,C02484,P004,2021-07-22
A0007600,C02484,P201,2021-10-20
A0007601,C02485,P006,2020-10-08
A0007602,C02485,P203,2021-07-21
A0007603,C02486,P002,2023-07-18
A0007604,C02486,P003,2023-06-14
A0007605,C02486,P104,2025-05-16
A0007606,C02486,P204,2024-02-21
A0007607,C02486,P202,2023-06-26
A0007608,C02487,P006,2025-08-04
A0007609,C02487,P202,2026-01-23
A0007610,C02488,P003,2021-09-29
A0007611,C02488,P203,2022-05-14
A0007612,C02489,P001,2024-09-16
A0007613,C02489,P003,2024-10-05
A0007614,C02489,P003,2024-11-03
A0007615,C02489,P204,2025-01-28
A0007616,C02489,P204,2024-09-12
A0007617,C02489,P205,2024-11-24
A0007618,C02490,P005,2022-10-31
A0007619,C02490,P001,2022-12-12
A0007620,C02490,P204,2023-03-22
A0007621,C02490,P204,2023-07-27
A0007622,C02491,P006,2023-11-29
A0007623,C02491,P006,2024-01-02
A0007624,C02491,P204,2024-11-10
A0007625,C02491,P203,2023-11-26
A0007626,C02492,P001,2022-05-11
A0007627,C02492,P201,2023-02-21
A0007628,C02493,P003,2021-06-11
A0007629,C02493,P201,2021-07-30
A0007630,C02494,P007,2024-09-07
A0007631,C02494,P203,2024-11-17
A0007632,C02495,P006,2024-05-02
A0007633,C02495,P203,2024-07-09
A0007634,C02496,P003,2024-11-29
A0007635,C02496,P005,2024-11-21
A0007636,C02496,P203,2025-05-12
A0007637,C02496,P204,2025-09-14
A0007638,C02496,P304,2026-04-26
A0007639,C02497,P001,2024-09-18
A0007640,C02497,P006,2024-08-19
A0007641,C02497,P007,2024-08-22
A0007642,C02497,P204,2024-08-17
A0007643,C02497,P204,2024-12-16
A0007644,C02497,P205,2025-07-10
A0007645,C02497,P302,2024-12-04
A0007646,C02498,P006,2022-06-14
A0007647,C02498,P202,2022-07-18
A0007648,C02499,P007,2024-12-11
A0007649,C02499,P002,2024-11-14
A0007650,C02499,P003,2024-11-19
A0007651,C02499,P206,2024-12-10
A0007652,C02499,P205,2025-08-01
A0007653,C02499,P206,2025-08-21
A0007654,C02500,P004,2024-08-03
A0007655,C02500,P201,2025-03-01
A0007656,C02501,P006,2021-12-17
A0007657,C02501,P101,2023-05-12
A0007658,C02501,P202,2022-08-15
A0007659,C02502,P006,2025-01-13
A0007660,C02502,P001,2024-11-26
A0007661,C02502,P003,2024-12-05
A0007662,C02502,P006,2024-12-15
A0007663,C02502,P104,2025-08-01
A0007664,C02502,P206,2025-09-13
A0007665,C02502,P204,2025-03-06
A0007666,C02502,P206,2025-05-25
A0007667,C02502,P303,2027-01-01
A0007668,C02503,P004,2022-05-09
A0007669,C02503,P006,2022-04-13
A0007670,C02503,P204,2023-03-13
A0007671,C02503,P202,2023-02-05
A0007672,C02504,P006,2020-12-28
A0007673,C02504,P202,2020-12-27
A0007674,C02505,P007,2021-07-27
A0007675,C02505,P001,2021-07-18
A0007676,C02505,P203,2022-02-28
A0007677,C02505,P204,2021-12-14
A0007678,C02506,P002,2022-08-04
A0007679,C02506,P201,2022-12-20
A0007680,C02507,P003,2020-10-23
A0007681,C02507,P202,2021-08-08
A0007682,C02508,P001,2020-02-11
A0007683,C02508,P203,2020-12-01
A0007684,C02509,P001,2024-12-09
A0007685,C02509,P103,2026-01-04
A0007686,C02509,P201,2025-08-27
A0007687,C02510,P005,2024-05-02
A0007688,C02510,P202,2024-07-08
A0007689,C02511,P005,2020-05-01
A0007690,C02511,P005,2020-04-04
A0007691,C02511,P202,2020-09-12
A0007692,C02511,P202,2020-05-16
A0007693,C02512,P007,2024-12-05
A0007694,C02512,P103,2025-09-19
A0007695,C02512,P203,2025-03-30
A0007696,C02513,P007,2023-09-11
A0007697,C02513,P203,2023-10-13
A0007698,C02514,P006,2021-10-25
A0007699,C02514,P202,2022-02-23
A0007700,C02515,P003,2023-03-06
A0007701,C02515,P201,2023-02-19
A0007702,C02516,P004,2025-01-19
A0007703,C02516,P202,2025-03-28
A0007704,C02517,P006,2025-08-22
A0007705,C02517,P203,2026-05-12
A0007706,C02518,P006,2025-02-24
A0007707,C02518,P202,2025-02-16
A0007708,C02519,P006,2023-02-03
A0007709,C02519,P201,2023-07-31
A0007710,C02520,P002,2022-07-13
A0007711,C02520,P202,2023-06-06
A0007712,C02521,P002,2021-12-13
A0007713,C02521,P003,2022-01-06
A0007714,C02521,P105,2022-11-16
A0007715,C02521,P202,2021-12-14
A0007716,C02521,P204,2022-08-27
A0007717,C02522,P003,2025-04-06
A0007718,C02522,P201,2026-01-10
A0007719,C02523,P003,2025-01-14
A0007720,C02523,P003,2025-03-13
A0007721,C02523,P204,2025-04-30
A0007722,C02523,P203,2025-06-28
A0007723,C02524,P004,2022-05-17
A0007724,C02524,P003,2022-04-30
A0007725,C02524,P106,2023-08-02
A0007726,C02524,P203,2022-05-25
A0007727,C02524,P204,2022-05-15
A0007728,C02525,P005,2024-05-12
A0007729,C02525,P203,2025-03-07
A0007730,C02526,P002,2024-04-05
A0007731,C02526,P005,2024-03-23
A0007732,C02526,P204,2024-08-20
A0007733,C02526,P204,2024-08-07
A0007734,C02527,P003,2023-01-28
A0007735,C02527,P103,2024-11-04
A0007736,C02527,P203,2023-01-25
A0007737,C02527,P302,2023-09-16
A0007738,C02528,P006,2020-01-28
A0007739,C02528,P106,2021-10-24
A0007740,C02528,P201,2020-10-08
A0007741,C02529,P004,2020-11-19
A0007742,C02529,P203,2021-02-08
A0007743,C02530,P004,2020-12-18
A0007744,C02530,P005,2020-12-27
A0007745,C02530,P101,2022-03-03
A0007746,C02530,P202,2021-08-20
A0007747,C02530,P204,2021-01-10
A0007748,C02531,P001,2024-09-07
A0007749,C02531,P203,2025-04-17
A0007750,C02532,P002,2022-07-23
A0007751,C02532,P002,2022-07-08
A0007752,C02532,P101,2023-07-18
A0007753,C02532,P203,2022-10-21
A0007754,C02532,P204,2023-07-05
A0007755,C02533,P003,2025-02-13
A0007756,C02533,P104,2025-10-06
A0007757,C02533,P201,2025-08-01
A0007758,C02534,P002,2021-07-10
A0007759,C02534,P203,2021-12-04
A0007760,C02535,P006,2020-09-25
A0007761,C02535,P006,2020-09-06
A0007762,C02535,P004,2020-09-01
A0007763,C02535,P106,2021-08-01
A0007764,C02535,P204,2021-01-05
A0007765,C02535,P204,2020-11-22
A0007766,C02535,P206,2021-05-22
A0007767,C02535,P305,2022-06-17
A0007768,C02536,P004,2023-05-26
A0007769,C02536,P101,2023-07-19
A0007770,C02536,P202,2024-04-13
A0007771,C02537,P002,2020-02-29
A0007772,C02537,P201,2020-10-28
A0007773,C02538,P001,2020-04-13
A0007774,C02538,P201,2020-06-08
A0007775,C02539,P001,2023-03-13
A0007776,C02539,P104,2023-09-01
A0007777,C02539,P202,2023-07-14
A0007778,C02540,P001,2023-12-03
A0007779,C02540,P104,2024-06-19
A0007780,C02540,P202,2023-11-29
A0007781,C02541,P004,2024-09-14
A0007782,C02541,P104,2025-12-31
A0007783,C02541,P202,2025-01-08
A0007784,C02542,P004,2025-03-13
A0007785,C02542,P106,2025-09-09
A0007786,C02542,P201,2025-05-18
A0007787,C02543,P001,2023-07-15
A0007788,C02543,P202,2024-06-13
A0007789,C02544,P004,2020-04-25
A0007790,C02544,P202,2021-02-04
A0007791,C02545,P005,2022-02-17
A0007792,C02545,P201,2022-09-19
A0007793,C02546,P006,2023-01-06
A0007794,C02546,P002,2023-01-02
A0007795,C02546,P203,2023-02-03
A0007796,C02546,P203,2023-04-20
A0007797,C02547,P001,2020-09-08
A0007798,C02547,P203,2020-09-12
A0007799,C02548,P002,2024-08-28
A0007800,C02548,P201,2025-03-16
A0007801,C02549,P006,2021-12-07
A0007802,C02549,P002,2022-01-03
A0007803,C02549,P004,2021-12-07
A0007804,C02549,P003,2021-11-28
A0007805,C02549,P204,2022-07-29
A0007806,C02549,P204,2022-01-15
A0007807,C02549,P205,2022-03-25
A0007808,C02549,P301,2024-01-07
A0007809,C02550,P003,2020-10-31
A0007810,C02550,P201,2021-02-13
A0007811,C02551,P007,2025-10-11
A0007812,C02551,P006,2025-09-16
A0007813,C02551,P005,2025-09-28
A0007814,C02551,P102,2027-11-07
A0007815,C02551,P204,2026-05-25
A0007816,C02551,P205,2026-01-29
A0007817,C02551,P205,2026-07-02
A0007818,C02552,P002,2024-04-10
A0007819,C02552,P202,2024-12-02
A0007820,C02553,P006,2025-08-03
A0007821,C02553,P201,2025-12-27
A0007822,C02554,P003,2021-12-21
A0007823,C02554,P007,2021-11-10
A0007824,C02554,P202,2021-11-13
A0007825,C02554,P203,2022-08-30
A0007826,C02554,P302,2022-01-17
A0007827,C02555,P002,2022-01-14
A0007828,C02555,P006,2022-01-06
A0007829,C02555,P204,2021-11-30
A0007830,C02555,P202,2022-02-26
A0007831,C02556,P003,2024-11-24
A0007832,C02556,P106,2026-04-09
A0007833,C02556,P201,2025-05-25
A0007834,C02557,P001,2021-12-18
A0007835,C02557,P201,2022-08-11
A0007836,C02558,P005,2022-06-22
A0007837,C02558,P106,2023-08-26
A0007838,C02558,P203,2023-02-10
A0007839,C02559,P002,2022-03-11
A0007840,C02559,P101,2023-03-16
A0007841,C02559,P203,2022-12-19
A0007842,C02560,P003,2025-01-24
A0007843,C02560,P004,2024-12-22
A0007844,C02560,P002,2025-01-09
A0007845,C02560,P101,2025-11-15
A0007846,C02560,P205,2025-05-17
A0007847,C02560,P206,2025-04-16
A0007848,C02560,P206,2025-01-29
A0007849,C02560,P305,2026-07-06
A0007850,C02561,P007,2025-06-21
A0007851,C02561,P201,2025-09-10
A0007852,C02562,P001,2022-08-11
A0007853,C02562,P202,2022-11-06
A0007854,C02563,P007,2025-07-19
A0007855,C02563,P203,2025-10-17
A0007856,C02564,P006,2020-12-23
A0007857,C02564,P203,2020-11-29
A0007858,C02565,P002,2024-01-28
A0007859,C02565,P202,2024-05-21
A0007860,C02565,P302,2025-03-23
A0007861,C02566,P002,2020-05-29
A0007862,C02566,P201,2021-01-08
A0007863,C02567,P002,2024-07-09
A0007864,C02567,P007,2024-07-16
A0007865,C02567,P006,2024-07-23
A0007866,C02567,P004,2024-07-30
A0007867,C02567,P103,2026-06-17
A0007868,C02567,P205,2025-03-08
A0007869,C02567,P205,2024-11-04
A0007870,C02567,P205,2024-07-20
A0007871,C02567,P301,2026-05-29
A0007872,C02568,P001,2021-12-05
A0007873,C02568,P203,2022-10-01
A0007874,C02569,P004,2023-01-03
A0007875,C02569,P005,2022-12-17
A0007876,C02569,P204,2023-10-29
A0007877,C02569,P203,2023-11-20
A0007878,C02569,P305,2024-04-25
A0007879,C02570,P007,2020-05-03
A0007880,C02570,P203,2020-07-13
A0007881,C02571,P007,2021-01-05
A0007882,C02571,P201,2021-12-01
A0007883,C02572,P006,2023-04-03
A0007884,C02572,P203,2023-04-13
A0007885,C02573,P005,2021-03-06
A0007886,C02573,P203,2021-07-17
A0007887,C02574,P005,2023-08-03
A0007888,C02574,P202,2024-05-08
A0007889,C02575,P002,2023-10-15
A0007890,C02575,P202,2024-01-26
A0007891,C02576,P001,2025-03-21
A0007892,C02576,P201,2025-05-27
A0007893,C02577,P003,2020-10-28
A0007894,C02577,P203,2021-01-09
A0007895,C02578,P004,2020-10-24
A0007896,C02578,P102,2022-04-14
A0007897,C02578,P203,2021-04-01
A0007898,C02579,P007,2025-07-04
A0007899,C02579,P201,2026-04-25
A0007900,C02580,P004,2022-06-17
A0007901,C02580,P203,2022-08-11
A0007902,C02581,P002,2023-12-18
A0007903,C02581,P006,2023-12-01
A0007904,C02581,P204,2024-01-26
A0007905,C02581,P202,2024-06-17
A0007906,C02582,P001,2023-01-28
A0007907,C02582,P203,2023-04-26
A0007908,C02583,P005,2025-10-10
A0007909,C02583,P101,2027-08-31
A0007910,C02583,P203,2026-02-01
A0007911,C02584,P006,2022-01-27
A0007912,C02584,P106,2023-03-23
A0007913,C02584,P203,2022-10-16
A0007914,C02585,P005,2024-05-29
A0007915,C02585,P003,2024-07-21
A0007916,C02585,P203,2024-12-29
A0007917,C02585,P204,2024-08-28
A0007918,C02586,P002,2024-10-05
A0007919,C02586,P203,2024-11-21
A0007920,C02587,P006,2020-05-21
A0007921,C02587,P203,2020-12-10
A0007922,C02588,P006,2020-08-07
A0007923,C02588,P201,2020-11-19
A0007924,C02589,P004,2020-01-28
A0007925,C02589,P202,2020-03-25
A0007926,C02590,P003,2022-09-29
A0007927,C02590,P102,2024-01-28
A0007928,C02590,P202,2022-11-18
A0007929,C02591,P003,2021-05-22
A0007930,C02591,P106,2023-01-02
A0007931,C02591,P202,2022-04-24
A0007932,C02592,P005,2022-03-15
A0007933,C02592,P201,2022-08-16
A0007934,C02593,P007,2022-04-19
A0007935,C02593,P004,2022-05-14
A0007936,C02593,P204,2022-06-25
A0007937,C02593,P204,2022-12-04
A0007938,C02594,P006,2025-05-21
A0007939,C02594,P203,2026-03-20
A0007940,C02595,P007,2024-05-01
A0007941,C02595,P203,2025-02-26
A0007942,C02596,P007,2024-05-01
A0007943,C02596,P201,2025-03-06
